Title = "SUmb History Data"
Variables = "Grid level", "Timestep", "Time", "Inner Iter", "Inner Iter Total", "Smoother Type", "CFL", "Resrho" "C_lift" "C_drag" "C_Mz" "totalRes" 
Zone T= "SUmb History Data."
32  32  0.55851E-02  30  30  0  0.60E+01  0.8015003857523311E-04  0.7351668392232430E-01  0.3928176321263636E-01  0.6374003905733658E-01  0.4863498284802447E-02  
33  33  0.57596E-02  30  30  0  0.60E+01  0.1497827714626106E-03  0.7407906127808508E-01  0.3914512600534648E-01  0.6420699145431777E-01  0.8011207133429921E-02  
34  34  0.59341E-02  30  30  0  0.60E+01  0.2120203229788157E-03  0.7463960440441311E-01  0.3900788337893972E-01  0.6467789947944308E-01  0.1120754037424824E-01  
35  35  0.61087E-02  30  30  0  0.60E+01  0.2371034232775114E-03  0.7519803159419935E-01  0.3887126151427242E-01  0.6515193922292251E-01  0.1243611281345515E-01  
36  36  0.62832E-02  30  30  0  0.60E+01  0.2370854914266205E-03  0.7575367892948878E-01  0.3873663170496502E-01  0.6562799365382932E-01  0.1229519682400466E-01  
37  37  0.64577E-02  30  30  0  0.60E+01  0.2264454868324221E-03  0.7630550203022299E-01  0.3860519401117052E-01  0.6610475626560330E-01  0.1159011705935657E-01  
38  38  0.66323E-02  30  30  0  0.60E+01  0.2174868893306720E-03  0.7685225500009749E-01  0.3847773140267201E-01  0.6658092201799254E-01  0.1101046015902292E-01  
39  39  0.68068E-02  30  30  0  0.60E+01  0.2114340216102217E-03  0.7739279317072978E-01  0.3835455852946602E-01  0.6705538540878539E-01  0.1063758458039497E-01  
40  40  0.69813E-02  30  30  0  0.60E+01  0.2074244805599719E-03  0.7792620186799804E-01  0.3823556922490837E-01  0.6752721988312971E-01  0.1042044240028722E-01  
41  41  0.71558E-02  30  30  0  0.60E+01  0.2031050372702744E-03  0.7845162848288328E-01  0.3812027226123964E-01  0.6799555334312052E-01  0.1022594018090430E-01  
42  42  0.73304E-02  30  30  0  0.60E+01  0.1980716217106326E-03  0.7896815213107217E-01  0.3800784634591400E-01  0.6845936510628040E-01  0.1002085804608265E-01  
43  43  0.75049E-02  30  30  0  0.60E+01  0.1909180453980978E-03  0.7947475468599469E-01  0.3789728258294862E-01  0.6891753148054616E-01  0.9723605158774422E-02  
44  44  0.76794E-02  30  30  0  0.60E+01  0.1818444087059573E-03  0.7997050689856200E-01  0.3778757842210073E-01  0.6936905369447280E-01  0.9342785849229559E-02  
45  45  0.78540E-02  30  30  0  0.60E+01  0.1717134607991217E-03  0.8045471833090329E-01  0.3767792573659108E-01  0.6981322487310543E-01  0.8920503856954129E-02  
46  46  0.80285E-02  30  30  0  0.60E+01  0.1593444217161835E-03  0.8092684055495936E-01  0.3756782491635299E-01  0.7024957832528667E-01  0.8402838286263753E-02  
47  47  0.82030E-02  30  30  0  0.60E+01  0.1467676594841296E-03  0.8138649949323334E-01  0.3745714253132458E-01  0.7067771854103660E-01  0.7885589517281360E-02  
48  48  0.83776E-02  30  30  0  0.60E+01  0.1335912405845555E-03  0.8183342980777578E-01  0.3734607520280939E-01  0.7109726637796482E-01  0.7349387395012814E-02  
49  49  0.85521E-02  30  30  0  0.60E+01  0.1200697714169958E-03  0.8226755147278314E-01  0.3723506525827164E-01  0.7150795230375057E-01  0.6804762313080968E-02  
50  50  0.87266E-02  30  30  0  0.60E+01  0.1074053087560897E-03  0.8268897167885819E-01  0.3712470892838414E-01  0.7190970915929801E-01  0.6305537688310183E-02  
51  51  0.89012E-02  30  30  0  0.60E+01  0.9520883386749263E-04  0.8309783402941351E-01  0.3701565537923573E-01  0.7230269898035172E-01  0.5832299771046265E-02  
52  52  0.90757E-02  30  30  0  0.60E+01  0.8373667687775487E-04  0.8349430831966748E-01  0.3690851533068235E-01  0.7268714165385914E-01  0.5392410232994848E-02  
53  53  0.92502E-02  30  30  0  0.60E+01  0.7338936035836106E-04  0.8387856832145452E-01  0.3680379090664375E-01  0.7306326664657509E-01  0.5000802383160931E-02  
54  54  0.94248E-02  30  30  0  0.60E+01  0.6492270458643640E-04  0.8425084489568402E-01  0.3670183972511603E-01  0.7343135241913734E-01  0.4685496576175285E-02  
55  55  0.95993E-02  30  30  0  0.60E+01  0.5846877576320293E-04  0.8461148131386892E-01  0.3660287042055570E-01  0.7379176370467661E-01  0.4441114592994484E-02  
56  56  0.97738E-02  30  30  0  0.60E+01  0.5440443227960231E-04  0.8496088583730876E-01  0.3650696102979277E-01  0.7414494456025494E-01  0.4266879329140081E-02  
57  57  0.99484E-02  30  30  0  0.60E+01  0.5305077914406513E-04  0.8529946808088754E-01  0.3641408960025659E-01  0.7449134161007581E-01  0.4167460566881047E-02  
58  58  0.10123E-01  30  30  0  0.60E+01  0.5453629249737768E-04  0.8562747782823338E-01  0.3632415320098385E-01  0.7483129631226965E-01  0.4147548344873521E-02  
59  59  0.10297E-01  30  30  0  0.60E+01  0.5808906584342349E-04  0.8594510802799704E-01  0.3623698954786204E-01  0.7516503452021298E-01  0.4184717497427820E-02  
60  60  0.10472E-01  30  30  0  0.60E+01  0.6313568039900954E-04  0.8625258414293147E-01  0.3615238170830515E-01  0.7549277033602902E-01  0.4282564776670356E-02  
61  61  0.10647E-01  30  30  0  0.60E+01  0.6925620688614599E-04  0.8655024613768322E-01  0.3607007146684958E-01  0.7581480485318592E-01  0.4426686688549177E-02  
62  62  0.10821E-01  30  30  0  0.60E+01  0.7512175995762504E-04  0.8683843000224248E-01  0.3598980283517174E-01  0.7613155882735539E-01  0.4580203430003121E-02  
63  63  0.10996E-01  30  30  0  0.60E+01  0.8085310475633764E-04  0.8711745673182628E-01  0.3591135560123027E-01  0.7644346905219279E-01  0.4744957892622382E-02  
64  64  0.11170E-01  30  30  0  0.60E+01  0.8691572513389286E-04  0.8738753217964323E-01  0.3583456103189001E-01  0.7675085344362076E-01  0.4941531295157270E-02  
65  65  0.11345E-01  30  30  0  0.60E+01  0.9209866290031236E-04  0.8764884947281193E-01  0.3575931345965133E-01  0.7705388825131032E-01  0.5111677101953802E-02  
66  66  0.11519E-01  30  30  0  0.60E+01  0.9679550230991367E-04  0.8790172211353159E-01  0.3568555894666053E-01  0.7735276988346249E-01  0.5271521247494253E-02  
67  67  0.11694E-01  30  30  0  0.60E+01  0.1012407274380258E-03  0.8814665859489829E-01  0.3561327401984346E-01  0.7764788280967461E-01  0.5426073100056186E-02  
68  68  0.11868E-01  30  30  0  0.60E+01  0.1045198933315861E-03  0.8838428975381235E-01  0.3554246031968079E-01  0.7793981703085762E-01  0.5534800159926174E-02  
69  69  0.12043E-01  30  30  0  0.60E+01  0.1067520742796947E-03  0.8861528490303330E-01  0.3547313177806929E-01  0.7822922290561074E-01  0.5603794617018971E-02  
70  70  0.12217E-01  30  30  0  0.60E+01  0.1080781753514126E-03  0.8884025262244774E-01  0.3540530777311507E-01  0.7851667563201703E-01  0.5635234402675130E-02  
71  71  0.12392E-01  30  30  0  0.60E+01  0.1087026621082513E-03  0.8905973158107536E-01  0.3533901286866223E-01  0.7880262310862629E-01  0.5639258643791786E-02  
72  72  0.12566E-01  30  30  0  0.60E+01  0.1083640893684591E-03  0.8927421507929109E-01  0.3527427359200257E-01  0.7908742505465421E-01  0.5601189598833342E-02  
73  73  0.12741E-01  30  30  0  0.60E+01  0.1075083356728731E-03  0.8948411696682934E-01  0.3521111416690387E-01  0.7937139537950888E-01  0.5539184525683512E-02  
74  74  0.12915E-01  30  30  0  0.60E+01  0.1055177935287517E-03  0.8968985423212628E-01  0.3514955807428176E-01  0.7965479610176618E-01  0.5426288473952188E-02  
75  75  0.13090E-01  30  30  0  0.60E+01  0.1031467993677542E-03  0.8989189612247062E-01  0.3508963333484665E-01  0.7993788592341372E-01  0.5297707799588638E-02  
76  76  0.13265E-01  30  30  0  0.60E+01  0.1003205197181308E-03  0.9009078131130038E-01  0.3503137485695947E-01  0.8022098749698103E-01  0.5149053538715175E-02  
77  77  0.13439E-01  30  30  0  0.60E+01  0.9712476812804872E-04  0.9028712537544006E-01  0.3497482348729175E-01  0.8050451524607433E-01  0.4984192611233900E-02  
78  78  0.13614E-01  30  30  0  0.60E+01  0.9367393959966025E-04  0.9048156473721028E-01  0.3492002172992712E-01  0.8078892050118097E-01  0.4808419743758915E-02  
79  79  0.13788E-01  30  30  0  0.60E+01  0.9001526595577940E-04  0.9067466178893108E-01  0.3486700759629095E-01  0.8107458134413048E-01  0.4624062235837579E-02  
80  80  0.13963E-01  30  30  0  0.60E+01  0.8620777364359059E-04  0.9086683447588409E-01  0.3481580874122914E-01  0.8136171080685173E-01  0.4434105287993046E-02  
81  81  0.14137E-01  30  30  0  0.60E+01  0.8230993020489921E-04  0.9105835448405653E-01  0.3476643804296185E-01  0.8165034311956726E-01  0.4241367944236037E-02  
82  82  0.14312E-01  30  30  0  0.60E+01  0.7838536226952508E-04  0.9124942667959218E-01  0.3471889134599968E-01  0.8194040430180061E-01  0.4048302683264895E-02  
83  83  0.14486E-01  30  30  0  0.60E+01  0.7418012822297462E-04  0.9144033898663972E-01  0.3467314447404510E-01  0.8223186437723401E-01  0.3843072351693566E-02  
84  84  0.14661E-01  30  30  0  0.60E+01  0.7025289809393537E-04  0.9163124136791856E-01  0.3462916132891350E-01  0.8252466058868385E-01  0.3653353050524823E-02  
85  85  0.14835E-01  30  30  0  0.60E+01  0.6647283916702399E-04  0.9182222904201384E-01  0.3458689031545288E-01  0.8281868634414533E-01  0.3471666232152830E-02  
86  86  0.15010E-01  30  30  0  0.60E+01  0.6292037762894581E-04  0.9201336656552847E-01  0.3454625953907183E-01  0.8311377503934178E-01  0.3301222088668642E-02  
87  87  0.15184E-01  30  30  0  0.60E+01  0.5969773794477812E-04  0.9220469542731674E-01  0.3450717520767780E-01  0.8340969629763456E-01  0.3147237400921389E-02  
88  88  0.15359E-01  30  30  0  0.60E+01  0.5684349003703124E-04  0.9239623599934543E-01  0.3446952540348117E-01  0.8370617772327132E-01  0.3010870824463559E-02  
89  89  0.15533E-01  30  30  0  0.60E+01  0.5448475418259368E-04  0.9258792154095946E-01  0.3443318602735754E-01  0.8400289686551637E-01  0.2896319697249538E-02  
90  90  0.15708E-01  30  30  0  0.60E+01  0.5229584563755711E-04  0.9277963815654844E-01  0.3439803659917780E-01  0.8429952491370230E-01  0.2787521766642127E-02  
91  91  0.15882E-01  30  30  0  0.60E+01  0.5120353506308575E-04  0.9297123500186061E-01  0.3436397073430580E-01  0.8459571283706918E-01  0.2728887741406115E-02  
92  92  0.16057E-01  30  30  0  0.60E+01  0.4951993501193821E-04  0.9316241824194915E-01  0.3433089876026066E-01  0.8489103430876332E-01  0.2643302740515584E-02  
93  93  0.16232E-01  30  30  0  0.60E+01  0.4807037052309280E-04  0.9335281951062990E-01  0.3429873957486221E-01  0.8518499116374728E-01  0.2569506617249119E-02  
94  94  0.16406E-01  30  30  0  0.60E+01  0.4692257226668155E-04  0.9354211722735395E-01  0.3426741707000858E-01  0.8547711245555262E-01  0.2509650717368346E-02  
95  95  0.16581E-01  30  30  0  0.60E+01  0.4603284666737541E-04  0.9373005823022862E-01  0.3423686006964290E-01  0.8576700569643503E-01  0.2461980551871833E-02  
96  96  0.16755E-01  30  30  0  0.60E+01  0.4540689171337969E-04  0.9391641345432028E-01  0.3420700057512356E-01  0.8605432188751494E-01  0.2427425437204280E-02  
97  97  0.16930E-01  30  30  0  0.60E+01  0.4500357707766042E-04  0.9410092651436830E-01  0.3417777238895651E-01  0.8633869512061887E-01  0.2404879936001616E-02  
98  98  0.17104E-01  30  30  0  0.60E+01  0.4484073795579349E-04  0.9428329669384178E-01  0.3414911330968227E-01  0.8661972681202312E-01  0.2394554633061036E-02  
99  99  0.17279E-01  30  30  0  0.60E+01  0.4485511459661202E-04  0.9446319024366534E-01  0.3412096964391693E-01  0.8689700356983920E-01  0.2393491633214911E-02  
100  100  0.17453E-01  30  30  0  0.60E+01  0.4499911332644431E-04  0.9464024804710636E-01  0.3409330172375515E-01  0.8717010877757542E-01  0.2399045164001895E-02  
101  101  0.17628E-01  30  30  0  0.60E+01  0.4522770335781250E-04  0.9481408375261591E-01  0.3406608497046547E-01  0.8743862175125694E-01  0.2408565999050419E-02  
102  102  0.17802E-01  30  30  0  0.60E+01  0.4552161705063685E-04  0.9498428397880360E-01  0.3403930573368866E-01  0.8770211280032281E-01  0.2421026569691761E-02  
103  103  0.17977E-01  30  30  0  0.60E+01  0.4586921739828075E-04  0.9515041094405913E-01  0.3401295354266949E-01  0.8796014123661500E-01  0.2435677328848759E-02  
104  104  0.18151E-01  30  30  0  0.60E+01  0.4619515324279786E-04  0.9531199051582029E-01  0.3398701371641154E-01  0.8821223661179656E-01  0.2449307268880142E-02  
105  105  0.18326E-01  30  30  0  0.60E+01  0.4652232376074229E-04  0.9546850196441775E-01  0.3396146467083333E-01  0.8845787742778077E-01  0.2463236690553465E-02  
106  106  0.18500E-01  30  30  0  0.60E+01  0.4690250762169364E-04  0.9561940475217712E-01  0.3393628150562427E-01  0.8869651525329153E-01  0.2480162510720459E-02  
107  107  0.18675E-01  30  30  0  0.60E+01  0.4744559379670664E-04  0.9576419635769651E-01  0.3391144082890377E-01  0.8892764605697295E-01  0.2505024676180377E-02  
108  108  0.18850E-01  30  30  0  0.60E+01  0.4773489073337066E-04  0.9590248074669749E-01  0.3388692550182450E-01  0.8915090003588400E-01  0.2517083621845854E-02  
109  109  0.19024E-01  30  30  0  0.60E+01  0.4773346280095796E-04  0.9603404806867716E-01  0.3386273282610867E-01  0.8936614725554226E-01  0.2513838817791842E-02  
110  110  0.19199E-01  30  30  0  0.60E+01  0.4753765022458701E-04  0.9615891136842036E-01  0.3383888023252531E-01  0.8957355286985591E-01  0.2500250557981353E-02  
111  111  0.19373E-01  30  30  0  0.60E+01  0.4730627598297296E-04  0.9627722432631558E-01  0.3381539750273922E-01  0.8977347971048694E-01  0.2484773194551636E-02  
112  112  0.19548E-01  30  30  0  0.60E+01  0.4714536271516718E-04  0.9638910907164056E-01  0.3379230780786452E-01  0.8996626585280587E-01  0.2473020924331836E-02  
113  113  0.19722E-01  30  30  0  0.60E+01  0.4718107639509635E-04  0.9649451536741821E-01  0.3376961251992383E-01  0.9015203068782279E-01  0.2471531603788626E-02  
114  114  0.19897E-01  30  30  0  0.60E+01  0.4731407786314317E-04  0.9659319891340218E-01  0.3374728657834600E-01  0.9033062844649919E-01  0.2475521883790385E-02  
115  115  0.20071E-01  30  30  0  0.60E+01  0.4758632554821028E-04  0.9668479957821263E-01  0.3372529044601447E-01  0.9050174609768230E-01  0.2487021983555248E-02  
116  116  0.20246E-01  30  30  0  0.60E+01  0.4798071828921104E-04  0.9676895916547290E-01  0.3370358449495584E-01  0.9066505879298931E-01  0.2505138486867131E-02  
117  117  0.20420E-01  30  30  0  0.60E+01  0.4845892304819947E-04  0.9684540207319348E-01  0.3368213671576982E-01  0.9082033884703761E-01  0.2527958403312905E-02  
118  118  0.20595E-01  30  30  0  0.60E+01  0.4901421673749828E-04  0.9691396771850846E-01  0.3366092494672193E-01  0.9096749607567345E-01  0.2555168455247855E-02  
119  119  0.20769E-01  30  30  0  0.60E+01  0.4954481026166382E-04  0.9697460884376108E-01  0.3363993510904378E-01  0.9110655721986044E-01  0.2580611643991787E-02  
120  120  0.20944E-01  30  30  0  0.60E+01  0.4967133876657039E-04  0.9702738288053925E-01  0.3361916078746298E-01  0.9123765505934506E-01  0.2585516582076981E-02  
121  121  0.21118E-01  30  30  0  0.60E+01  0.4954579751231918E-04  0.9707243622753176E-01  0.3359860309396422E-01  0.9136103496713693E-01  0.2577095581660105E-02  
122  122  0.21293E-01  30  30  0  0.60E+01  0.4934228062383479E-04  0.9710994765994557E-01  0.3357826415896197E-01  0.9147699734339110E-01  0.2564477948943735E-02  
123  123  0.21468E-01  30  30  0  0.60E+01  0.4915104079962217E-04  0.9714007284570386E-01  0.3355813966637469E-01  0.9158581436375046E-01  0.2552602347373002E-02  
124  124  0.21642E-01  30  30  0  0.60E+01  0.4898224447614706E-04  0.9716295077006548E-01  0.3353821888342261E-01  0.9168772037582062E-01  0.2541930344613241E-02  
125  125  0.21817E-01  30  30  0  0.60E+01  0.4882312181291827E-04  0.9717875302785206E-01  0.3351849035710452E-01  0.9178297077331921E-01  0.2531632666084820E-02  
126  126  0.21991E-01  30  30  0  0.60E+01  0.4865521356784028E-04  0.9718771623959682E-01  0.3349894592411123E-01  0.9187188986998762E-01  0.2520855660797387E-02  
127  127  0.22166E-01  30  30  0  0.60E+01  0.4847214016676179E-04  0.9719013720153624E-01  0.3347958008846885E-01  0.9195486955410537E-01  0.2509459039836538E-02  
128  128  0.22340E-01  30  30  0  0.60E+01  0.4827576162127278E-04  0.9718635262487441E-01  0.3346038755377519E-01  0.9203233928064058E-01  0.2497493842215929E-02  
129  129  0.22515E-01  30  30  0  0.60E+01  0.4806103525453819E-04  0.9717673151537970E-01  0.3344136212919415E-01  0.9210474930622820E-01  0.2484750110845932E-02  
130  130  0.22689E-01  30  30  0  0.60E+01  0.4781696241850723E-04  0.9716168403533332E-01  0.3342249740016885E-01  0.9217257855902022E-01  0.2470633475981185E-02  
131  131  0.22864E-01  30  30  0  0.60E+01  0.4758332650252578E-04  0.9714167698849513E-01  0.3340378926057468E-01  0.9223634895516053E-01  0.2456894653382914E-02  
132  132  0.23038E-01  30  30  0  0.60E+01  0.4706636719685672E-04  0.9711723883890017E-01  0.3338523751500581E-01  0.9229663621814255E-01  0.2428132847910478E-02  
133  133  0.23213E-01  30  30  0  0.60E+01  0.4638340056387713E-04  0.9708894236803073E-01  0.3336684623872108E-01  0.9235406802747453E-01  0.2391097618100468E-02  
134  134  0.23387E-01  30  30  0  0.60E+01  0.4571678993252498E-04  0.9705736770320023E-01  0.3334862139330996E-01  0.9240928269690818E-01  0.2355020373954178E-02  
135  135  0.23562E-01  30  30  0  0.60E+01  0.4508821101661087E-04  0.9702307270028199E-01  0.3333056807960096E-01  0.9246288061252800E-01  0.2321018024199199E-02  
136  136  0.23736E-01  30  30  0  0.60E+01  0.4447264262735715E-04  0.9698659929800840E-01  0.3331268993020828E-01  0.9251543365241488E-01  0.2287727902462684E-02  
137  137  0.23911E-01  30  30  0  0.60E+01  0.4384138045178186E-04  0.9694849864306965E-01  0.3329498961575788E-01  0.9256752910038057E-01  0.2253828193453619E-02  
138  138  0.24086E-01  30  30  0  0.60E+01  0.4319202519798820E-04  0.9690932419651344E-01  0.3327747070063970E-01  0.9261975911041603E-01  0.2219211443971965E-02  
139  139  0.24260E-01  30  30  0  0.60E+01  0.4254444656474366E-04  0.9686960133712325E-01  0.3326013950032684E-01  0.9267266620451903E-01  0.2184895211927486E-02  
140  140  0.24435E-01  30  30  0  0.60E+01  0.4190430496448839E-04  0.9682982278386371E-01  0.3324300429396709E-01  0.9272672623655565E-01  0.2151158440976152E-02  
141  141  0.24609E-01  30  30  0  0.60E+01  0.4127029693290081E-04  0.9679047540980301E-01  0.3322607220210576E-01  0.9278238894560509E-01  0.2117904926744971E-02  
142  142  0.24784E-01  30  30  0  0.60E+01  0.4064105050217812E-04  0.9675205928783481E-01  0.3320934741170850E-01  0.9284011440430251E-01  0.2085021328314721E-02  
143  143  0.24958E-01  30  30  0  0.60E+01  0.4001876450062592E-04  0.9671507559030612E-01  0.3319283190098338E-01  0.9290036083202752E-01  0.2052573671281608E-02  
144  144  0.25133E-01  30  30  0  0.60E+01  0.3940804337631566E-04  0.9667999977337138E-01  0.3317652655494777E-01  0.9296354474742918E-01  0.2020762988115443E-02  
145  145  0.25307E-01  30  30  0  0.60E+01  0.3880940741963095E-04  0.9664726528395262E-01  0.3316043124098810E-01  0.9303001577195869E-01  0.1989617210729737E-02  
146  146  0.25482E-01  30  30  0  0.60E+01  0.3822296196754266E-04  0.9661726552965794E-01  0.3314454421126645E-01  0.9310006326497056E-01  0.1959138736197803E-02  
147  147  0.25656E-01  30  30  0  0.60E+01  0.3764890508500945E-04  0.9659036256648357E-01  0.3312886189266699E-01  0.9317393697096976E-01  0.1929323529959269E-02  
148  148  0.25831E-01  30  30  0  0.60E+01  0.3708736532418621E-04  0.9656688611769787E-01  0.3311337969128195E-01  0.9325185227237759E-01  0.1900159615148092E-02  
149  149  0.26005E-01  30  30  0  0.60E+01  0.3653843575290543E-04  0.9654711730226895E-01  0.3309809287545691E-01  0.9333397107278868E-01  0.1871649015101428E-02  
150  150  0.26180E-01  30  30  0  0.60E+01  0.3600525923168673E-04  0.9653127573224812E-01  0.3308299748922446E-01  0.9342038300903444E-01  0.1843947521976015E-02  
151  151  0.26354E-01  30  30  0  0.60E+01  0.3548799467134017E-04  0.9651952151718940E-01  0.3306809117897216E-01  0.9351110746784352E-01  0.1817078553663184E-02  
152  152  0.26529E-01  30  30  0  0.60E+01  0.3498747538637373E-04  0.9651197051784793E-01  0.3305337367063786E-01  0.9360611762199728E-01  0.1791096862119741E-02  
153  153  0.26704E-01  30  30  0  0.60E+01  0.3450176108339757E-04  0.9650871005237005E-01  0.3303884672936840E-01  0.9370536633289606E-01  0.1765915631444310E-02  
154  154  0.26878E-01  30  30  0  0.60E+01  0.3401822161356739E-04  0.9650980221183791E-01  0.3302451275136860E-01  0.9380879751484600E-01  0.1740893049169098E-02  
155  155  0.27053E-01  30  30  0  0.60E+01  0.3353578023691214E-04  0.9651527303761109E-01  0.3301037303633259E-01  0.9391633886014178E-01  0.1715881401213411E-02  
156  156  0.27227E-01  30  30  0  0.60E+01  0.3304899985784277E-04  0.9652509433210443E-01  0.3299642833111741E-01  0.9402786633678528E-01  0.1690623460569838E-02  
157  157  0.27402E-01  30  30  0  0.60E+01  0.3255105007871744E-04  0.9653917882923019E-01  0.3298267968352991E-01  0.9414317843323006E-01  0.1664774841765824E-02  
158  158  0.27576E-01  30  30  0  0.60E+01  0.3204835297558267E-04  0.9655740400139556E-01  0.3296912632928244E-01  0.9426202284784063E-01  0.1638703579596217E-02  
159  159  0.27751E-01  30  30  0  0.60E+01  0.3154354849650674E-04  0.9657963741546810E-01  0.3295576296841434E-01  0.9438414118304422E-01  0.1612564597258038E-02  
160  160  0.27925E-01  30  30  0  0.60E+01  0.3104994465767846E-04  0.9660573221264801E-01  0.3294258002380036E-01  0.9450927484899541E-01  0.1587063576043788E-02  
